Неделя,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
18,ДЦР,АРХ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДЦР,СПБ,"1,1",Количество подъездов М2 (на начало),25,0
18,ДЦР,СПБ,"1,2",Количество квартир в подъездах М2 (на начало),908,0
18,ДЦР,СПБ,"1,3",Количество абонентов БСУД (на начало),221,0
18,ДЦР,СПБ,"1,3.1",Количество соглашений БСУД (на начало),274,274
18,ДЦР,СПБ,"1,3.2",Количество абонентов ДМС (на начало),13,13
18,ДЦР,СПБ,"1,4",Потенциал М2 (на начало),8043,8043
18,ДЦР,СПБ,"2,1",Количество подъездов за период,0,0
18,ДЦР,СПБ,"2,2",Количество квартир в подъездах за период,0,0
18,ДЦР,СПБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДЦР,СПБ,"2,4",Количество контактов в подъездах за период,0,0
18,ДЦР,СПБ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,СПБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,СПБ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДЦР,СПБ,"3,4",Всего ключей в подъездах за период,0,0
18,ДЦР,СПБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДЦР,СПБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДЦР,СПБ,"4,1",Соглашений БСУД в подъездах за период,0,0
18,ДЦР,ННВ,"1,1",Количество подъездов М2 (на начало),441,0
18,ДЦР,ННВ,"1,2",Количество квартир в подъездах М2 (на начало),19720,0
18,ДЦР,ННВ,"1,3",Количество абонентов БСУД (на начало),2033,0
18,ДЦР,ННВ,"1,3.1",Количество соглашений БСУД (на начало),2257,2257
18,ДЦР,ННВ,"1,3.2",Количество абонентов ДМС (на начало),561,561
18,ДЦР,ННВ,"1,4",Потенциал М2 (на начало),3468,3468
18,ДЦР,ННВ,"2,1",Количество подъездов за период,0,0
18,ДЦР,ННВ,"2,2",Количество квартир в подъездах за период,0,0
18,ДЦР,ННВ,"2,3",Количество голосов ЗА в подъездах за период,0,0
18,ДЦР,ННВ,"2,4",Количество контактов в подъездах за период,0,0
18,ДЦР,ННВ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,ННВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
18,ДЦР,ННВ,"3,3",Выручка в подъездах за период,NULL,NULL
18,ДЦР,ННВ,"3,4",Всего ключей в подъездах за период,0,0
18,ДЦР,ННВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
18,ДЦР,ННВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
18,ДЦР,ННВ,"4,1",Соглашений БСУД в подъездах за период,0,0
19,ДЦР,ОДЦ,"1,1",Количество подъездов М2 (на начало),0,5
19,ДЦР,ОДЦ,"1,2",Количество квартир в подъездах М2 (на начало),0,163
19,ДЦР,ОДЦ,"1,3",Количество абонентов БСУД (на начало),0,0
19,ДЦР,ОДЦ,"1,3.1",Количество соглашений БСУД (на начало),0,0
19,ДЦР,ОДЦ,"1,3.2",Количество абонентов ДМС (на начало),0,0
19,ДЦР,ОДЦ,"1,4",Потенциал М2 (на начало),394,394
19,ДЦР,ОДЦ,"2,1",Количество подъездов за период,0,0
19,ДЦР,ОДЦ,"2,2",Количество квартир в подъездах за период,0,0
19,ДЦР,ОДЦ,"2,3",Количество голосов ЗА в подъездах за период,0,0
19,ДЦР,ОДЦ,"2,4",Количество контактов в подъездах за период,0,0
19,ДЦР,ОДЦ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,ОДЦ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,ОДЦ,"3,3",Выручка в подъездах за период,NULL,NULL
19,ДЦР,ОДЦ,"3,4",Всего ключей в подъездах за период,0,0
19,ДЦР,ОДЦ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
19,ДЦР,ОДЦ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
19,ДЦР,ОДЦ,"4,1",Соглашений БСУД в подъездах за период,0,0
19,ДЦР,КЛН,"1,1",Количество подъездов М2 (на начало),0,15
19,ДЦР,КЛН,"1,2",Количество квартир в подъездах М2 (на начало),0,565
19,ДЦР,КЛН,"1,3",Количество абонентов БСУД (на начало),0,1
19,ДЦР,КЛН,"1,3.1",Количество соглашений БСУД (на начало),1,1
19,ДЦР,КЛН,"1,3.2",Количество абонентов ДМС (на начало),0,0
19,ДЦР,КЛН,"1,4",Потенциал М2 (на начало),831,831
19,ДЦР,КЛН,"2,1",Количество подъездов за период,0,0
19,ДЦР,КЛН,"2,2",Количество квартир в подъездах за период,0,0
19,ДЦР,КЛН,"2,3",Количество голосов ЗА в подъездах за период,0,0
19,ДЦР,КЛН,"2,4",Количество контактов в подъездах за период,0,0
19,ДЦР,КЛН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,КЛН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,КЛН,"3,3",Выручка в подъездах за период,NULL,NULL
19,ДЦР,КЛН,"3,4",Всего ключей в подъездах за период,0,0
19,ДЦР,КЛН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
19,ДЦР,КЛН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
19,ДЦР,КЛН,"4,1",Соглашений БСУД в подъездах за период,0,0
19,ДЦР,КРС,"1,1",Количество подъездов М2 (на начало),108,0
19,ДЦР,КРС,"1,2",Количество квартир в подъездах М2 (на начало),4326,0
19,ДЦР,КРС,"1,3",Количество абонентов БСУД (на начало),537,0
19,ДЦР,КРС,"1,3.1",Количество соглашений БСУД (на начало),600,600
19,ДЦР,КРС,"1,3.2",Количество абонентов ДМС (на начало),0,0
19,ДЦР,КРС,"1,4",Потенциал М2 (на начало),1000,1000
19,ДЦР,КРС,"2,1",Количество подъездов за период,0,0
19,ДЦР,КРС,"2,2",Количество квартир в подъездах за период,0,0
19,ДЦР,КРС,"2,3",Количество голосов ЗА в подъездах за период,0,0
19,ДЦР,КРС,"2,4",Количество контактов в подъездах за период,0,0
19,ДЦР,КРС,"3,1",ПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,КРС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,КРС,"3,3",Выручка в подъездах за период,NULL,NULL
19,ДЦР,КРС,"3,4",Всего ключей в подъездах за период,0,0
19,ДЦР,КРС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
19,ДЦР,КРС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
19,ДЦР,КРС,"4,1",Соглашений БСУД в подъездах за период,0,0
19,ДЦР,БРН,"1,1",Количество подъездов М2 (на начало),32,0
19,ДЦР,БРН,"1,2",Количество квартир в подъездах М2 (на начало),1422,0
19,ДЦР,БРН,"1,3",Количество абонентов БСУД (на начало),372,0
19,ДЦР,БРН,"1,3.1",Количество соглашений БСУД (на начало),352,352
19,ДЦР,БРН,"1,3.2",Количество абонентов ДМС (на начало),0,0
19,ДЦР,БРН,"1,4",Потенциал М2 (на начало),1207,1207
19,ДЦР,БРН,"2,1",Количество подъездов за период,0,0
19,ДЦР,БРН,"2,2",Количество квартир в подъездах за период,0,0
19,ДЦР,БРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
19,ДЦР,БРН,"2,4",Количество контактов в подъездах за период,0,0
19,ДЦР,БРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,БРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,БРН,"3,3",Выручка в подъездах за период,NULL,NULL
19,ДЦР,БРН,"3,4",Всего ключей в подъездах за период,0,0
19,ДЦР,БРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
19,ДЦР,БРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
19,ДЦР,БРН,"4,1",Соглашений БСУД в подъездах за период,0,0
19,ДЦР,АРХ,"1,1",Количество подъездов М2 (на начало),1,0
19,ДЦР,АРХ,"1,2",Количество квартир в подъездах М2 (на начало),36,0
19,ДЦР,АРХ,"1,3",Количество абонентов БСУД (на начало),0,0
19,ДЦР,АРХ,"1,3.1",Количество соглашений БСУД (на начало),0,0
19,ДЦР,АРХ,"1,3.2",Количество абонентов ДМС (на начало),0,0
19,ДЦР,АРХ,"1,4",Потенциал М2 (на начало),1483,1483
19,ДЦР,АРХ,"2,1",Количество подъездов за период,0,0
19,ДЦР,АРХ,"2,2",Количество квартир в подъездах за период,0,0
19,ДЦР,АРХ,"2,3",Количество голосов ЗА в подъездах за период,0,0
19,ДЦР,АРХ,"2,4",Количество контактов в подъездах за период,0,0
19,ДЦР,АРХ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,АРХ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
19,ДЦР,АРХ,"3,3",Выручка в подъездах за период,NULL,NULL
19,ДЦР,АРХ,"3,4",Всего ключей в подъездах за период,0,0
19,ДЦР,АРХ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
19,ДЦР,АРХ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
19,ДЦР,АРХ,"4,1",Соглашений БСУД в подъездах за период,0,0
19,ДЦР,СПБ,"1,1",Количество подъездов М2 (на начало),25,0
19,ДЦР,СПБ,"1,2",Количество квартир в подъездах М2 (на начало),908,0
19,ДЦР,СПБ,"1,3",Количество абонентов БСУД (на начало),221,0
19,ДЦР,СПБ,"1,3.1",Количество соглашений БСУД (на начало),276,276
19,ДЦР,СПБ,"1,3.2",Количество абонентов ДМС (на начало),13,13
